feature	coefficient
LOV630	-0.004998668691352845
DIAG2R157280	0.004769564403465879
DIAG1R142822	0.004754283368816097
RFV258420	0.004733878144408484
MED199001	0.0046573953882153105
RFV154300	0.004580004413146361
DIAG1R172401	0.004573506534453162
LOV1657	0.00449733500470204
DIAG1R182900	0.0044475515925282245
DIAG1R164763	0.004447162564229315
RFV112100	-0.0044383908644609164
DIAG1R157110	0.0044303355258863975
DIAG2R134830	0.004423882316444389
LOV504	0.004384947689223998
DIAG2R185300	-0.0043345448826774486
LOV1056	0.004315785980378282
MED11160	0.004228525615930684
DIAG2R199554	0.004075095109556513
DIAG1R141070	0.0038382030711451446
MED1198	0.003824590769593297
DIAG1R142890	0.003754042785342947
MED193303	0.0037163175097802213
DIAG1R121890	-0.003680908518379103
DIAG1R151289	0.003613552277509481
DIAG2R205360	0.0035850645572883225
DIAG2R125013	0.003571774260114257
DIAG2R178630	0.003558672109240867
LOV1824	0.0035266428450101274
RFV13D1415	0.0035206690315697678
DIAG1R125040	0.0034627762109064293
LOV741	0.0034571782188929103
LOV389	0.0034532822095828045
DIAG2R192390	0.0033677219464277137
RFV244050	0.003301040001058743
DIAG2R180800	0.003291834373619782
LOV1819	0.0032432920151371004
MED197142	0.0032021523675710146
DIAG1R201269	-0.0031400626004662213
DIAG1R182021	0.0030458143441250206
LOV254	-0.003045710030502667
MED133588	0.002965167612260254
DIAG2R126300	-0.00295046112951573
DIAG2R130100	0.002938693598662423
MED13106	0.002701888507120685
DIAG2R171535	-0.0025584753692531855
MED12099	0.002260286268122539
RFV120310	0.0021950755383845434
RFV121350	0.0021173534176199857
DIAG1R199664	0.0021067753719592693
MED122643	0.0020346390364692
DIAG2R182110	0.00200758869778498
RFV358300	-0.001999751048425397
DIAG1R143730	0.00197613408822054
DIAG2R199593	0.0018280626135594878
OTHIMAGE0	-0.001799920975898386
DIAG1R129632	-0.0015680707192692728
CBC1	0.0015050989411698652
TEMPF1036	0.0014518476684413266
RFV110200	0.0013845996162527724
LOV380	-0.0013284524972646055
DIAG1R129660	0.001189567395194974
RFV120350	0.0010750942376779762
DIAG2R142490	0.0010661597199355475
LOV859	0.001028158036104743
DIAG2R178552	0.001020731202433061
RFV13D1420	9.995781957536725e-4
DIAG1R145890	9.686398982308769e-4
DIAG1R134990	9.18096211267657e-4
RFV112602	9.114133180313759e-4
OTHCX1	8.195066609789565e-4
LOV367	-7.875714269959811e-4
DIAG1R171720	6.927210052897577e-4
RFV13D1915	6.804760418916037e-4
MED195047	6.569956431215393e-4
RFV13D2100	6.43462314336425e-4
RFV111150	6.346810137879959e-4
LOV1036	5.969569458735325e-4
LOV671	5.931077986957624e-4
MED19979	-5.898666046941429e-4
RFV33D3240	-4.806532909806943e-4
RFV147400	4.5230775101262426e-4
MED127368	-4.2108650881413155e-4
RFV215051	3.988955432272186e-4
DIAG2R170715	3.92680449236112e-4
DIAG2R164883	3.909030810872797e-4
MED197089	3.778599763812072e-4
RFV13D2305	3.58841078463095e-4
LOV1295	3.3364091477187713e-4
DIAG2R145341	3.0220365187623807e-4
DIAG2R128800	2.96313307838613e-4
DIAG2R164894	2.95803370693272e-4
RFV13D2525	2.9045214944088503e-4
LOV523	2.851769721843552e-4
TEMPF913	2.716325666141392e-4
MED18462	2.53844397572312e-4
RFV33D1015	-2.3564396286935885e-4
DIAG1R130421	2.351387443028359e-4
OSA1	2.0964033502914132e-4
MED16495	2.0546749382011295e-4
RFV220050	2.0168951862944341e-4
PRDIAG1-7	1.9547289394374195e-4
DIAG2R199749	1.9087054303444203e-4
LOV612	1.846359932621001e-4
RFV13D2735	1.7297289676491308e-4
RFV13D3130	1.720424727150481e-4
DIAG2R170780	1.6772968182592008e-4
MED112967	1.562967776151778e-4
DIAG2R175169	1.5202524668414e-4
DIAG1R150700	1.4839255752789905e-4
DIAG2R194427	1.4480147663646937e-4
LOV1467	1.3609515735185133e-4
LOV1659	1.2726947139862045e-4
LOV565	1.2224601048138674e-4
RFV33D2665	1.2023073232698388e-4
DIAG2R188320	1.1128638010787961e-4
RFV23D1145	1.0402930516908356e-4
RFV345181	1.0257062012113324e-4
RFV13D1115	9.942273765366867e-5
RFV13D2320	9.858960298692966e-5
RFV13D1895	9.799942061259053e-5
DIAG2R164291	8.196331353708924e-5
RFV13D2145	7.718191993656096e-5
MED13427	7.431294204643302e-5
MED16091	7.031492816170771e-5
RFV13D2031	6.850133321143273e-5
LOV2242	6.469130192767602e-5
LOV1146	5.942414260420567e-5
DIAG2R188102	4.8248990300029e-5
RFV13D6100	4.642270733669268e-5
DIAG2R145900	4.43725006155949e-5
CONSULT1	4.347161833499681e-5
LOV706	4.0581509795255506e-5
LOV1208	3.8967489112993496e-5
RFV317300	-3.729293298862258e-5
DIAG2R105410	3.507564372509673e-5
RFV13D2135	2.3267794154260774e-5
LOV472	2.2681177712960218e-5
LOV1478	2.0764196700300463e-5
RFV13D1020	1.9470480509438487e-5
RFV13D2035	1.9119486621582623e-5
RFV33D2630	1.8433827495805027e-5
RFV13D5430	1.7748406162648572e-5
RFV23D2125	-1.6057983737736994e-5
LOV501	1.4663359359228388e-5
OTHPROV1	1.1625684634261409e-5
RFV33D1855	1.1241757013499071e-5
RFV318550	1.1048124660909435e-5
RFV23D2370	1.065358732402874e-5
LOV1262	1.0628165544892397e-5
RFV23D2210	1.0266589031840098e-5
RFV33D1730	-5.691428870656803e-6
RFV13D4740	5.499110347639442e-6
RFV23D2005	5.4508178172663725e-6
RFV33D4800	5.433482731744286e-6
RFV13D1210	-4.77965653135909e-6
RFV33D5110	2.7620486746106372e-6
RFV23D3350	2.5065017434084665e-6
RFV23D4405	1.8845200768321899e-6
RFV23D5025	1.79522319076359e-6
MED19753	-1.2302982287594767e-6
LOV981	-3.5330818681428916e-7
RFV13D1225	-2.5688662427763316e-7
RFV33D6100	2.0045148362126664e-7
RFV121000	7.71232926191179e-8
MED120798	-3.8584657260535315e-8
RFV23D5842	2.7092667284694804e-8
RFV33D5830	-7.397768984252423e-9
MED114727	-3.88574833502729e-9
RETRNED1	-1.2240980755177694e-11
PAYMCARE1	4.140473076681168e-12
BPAP1	2.008518512111852e-12
SUBSTAB1	-1.3527495407898425e-12
CAD1	6.023309829334383e-13
CHF1	4.600077306870955e-13
CANCER1	3.0209988155478337e-13
CARDMON1	1.9784707027450198e-13
XRAY1	1.9319522611169116e-13
BMP1	8.802331642922248e-14
MRI1	3.209823086067813e-14
PAYTYPER2	1.2723231838538941e-15
