Estimate	Std. Error	z value	Pr(>|z|)
-3.551743915759389	0.712113521191138	-4.987609152285801	6.113108287773613e-7
0.04633471792596261	0.17205380774665235	0.26930364711364047	0.7876960258346678
11.145540512897616	398.3274994160682	0.027980846236417327	0.9776774276546776
12.113353704349523	398.3273440650226	0.03041055022919077	0.9757396308821193
12.133437328767382	398.3273592319351	0.03046096896824608	0.9756994211768079
12.412719197283359	398.327431773721	0.031162099838342762	0.9751402651724653
-0.4486525569009744	0.2432330737176789	-1.8445376282245491	0.06510482728766945
-0.5278450846365371	0.11960279738349759	-4.413317214847748	1.0179866868410889e-5
0.018165045630836273	0.0023238308887154986	7.816853506442989	5.416007169901138e-15
-0.6479321955331917	0.2648807614197318	-2.4461278050559288	0.01443998032656524
0.9834332778644405	0.1634075019943063	6.018287201396095	1.7627224295417502e-9
0.4398196238887496	0.4115456859574578	1.0687018207116246	0.28520405086551687
-0.2682458566366705	0.47356657013192094	-0.5664374843054177	0.5710964192930065
1.9012507763503876	0.394309998012372	4.821715873130697	1.423285791268414e-6
0.45152164408663253	0.31673155100067696	1.425565728011945	0.15399373486863965
0.526322408207272	0.10965740827909193	4.7996976808690865	1.5890531955939339e-6
1.0028932411958382	0.2767680729923218	3.6235871802440913	2.905452096868913e-4
-0.1202742956554324	0.5414387938566774	-0.2221383044955398	0.8242062200021212
-0.04991607825157998	0.1291275712923065	-0.38656406027017104	0.6990789690686801
1.0402817815596215	0.23016621880311752	4.519697925130667	6.1927928426574436e-6
0.8639115920699946	0.19879683703251974	4.3457008922565175	1.388316437298162e-5
3.0219862904746857	1.3387482999683247	2.2573222244586133	0.02398794763315844
-13.73523449368331	398.328086179089	-0.034482214461542954	0.9724926247176705
-14.487624788110509	398.3280654361267	-0.03637108716466691	0.9709864680200695
-14.3374857336247	398.328093382459	-0.03599416152618291	0.971287014366425
-1.1848190591235683	0.7334474221153672	-1.6154110347901707	0.10622171216146263
-0.23042832720955178	0.6864729069869093	-0.335669951230786	0.7371197677912742
-0.034436377828843165	0.7044213873590927	-0.04888604810530624	0.9610101075674181
-1.3740058680104628	0.7607204057673683	-1.8061903658604366	0.07088860927251457
0.471844821322527	0.763586114983958	0.617932689009726	0.5366197098322119
-1.0076257906139612	0.7284156864914002	-1.3833114927376806	0.1665693755835554
